PRCP,TMAX,TMIN
0,33,25
0,39,19
0,56,30
0,40,29
0,38,22
0,50,27
0,54,24
0,55,30
0,62,32
0,62,34
0,58,32
0,48,31
0,36,31
0,32,27
0,33,25
0,42,22
0,68,29
0,60,28
0,45,19
0,43,31
0,47,23
0,57,22
0,52,35
0,49,38
0,53,33
0,52,25
0,54,44
0,61,43
0.05,55,38
0,56,44
0,49,30
0,30,18
0,30,6
0,32,15
0,24,10
0,23,8
0,20,0
0,0,-10
0,8,-15
0,25,7
0.01,29,5
0,45,20
0,50,28
0,56,26
0,56,25
0,40,18
0,28,12
0.02,36,22
0.02,35,9
0,12,-5
0,16,-1
0.1,15,-8
0,17,-17
0,25,-2
0,36,14
0,32,-2
0,20,7
0,20,5
0,26,18
0,35,16
0,33,20
0,29,18
0,29,12
0,36,10
0,47,28
0,50,30
0.3,42,12
0.22,12,-3
0.18,0,-5
0.12,-5,-14
0,8,-14
0,-5,-20
0,-12,-27
0,9,-12
0,18,1
0,16,-13
0,-8,-20
0,5,-17
0.09,9,-21
0,9,-20
0,-8,-26
0,6,-14
0,8,-10
0,3,-16
0,3,-21
0,18,-11
0.03,12,-2
0,10,-14
0,20,-8
0,40,10
0,40,-7
0,26,-5
0,46,26
0,55,38
0,42,23
0,27,20
0.11,27,20
0.14,24,12
0,17,2
0,20,0
0,23,4
0.03,23,7
0,11,-9
0,17,-3
0,31,8
0,42,16
0,35,17
0,40,18
0,30,-6
0,6,-16
0,22,-4
0.07,24,7
0,28,1
0,23,-6
0,23,-12
0.2,29,21
0,29,2
0,38,21
0,40,29
0,35,20
0.03,36,23
0,35,17
0.02,37,22
0.04,35,25
0,33,14
0,32,13
0,37,8
0.05,36,30
0,34,22
0,34,12
0,48,20
0,47,31
0.2,48,33
0.06,40,17
0,32,21
0.39,36,26
0,36,21
0,42,14
0,52,28
0,70,34
0,77,39
0.09,63,35
0.01,59,29
0,69,29
0,72,36
0,69,50
0,76,39
0,71,42
0,81,53
0,75,60
0,68,27
0,55,19
0,67,37
0,64,33
0,73,53
0,65,39
0,54,38
0,49,31
0,55,38
0,55,35
0,63,38
0,75,47
0,70,49
0,71,52
0,67,39
0.04,55,25
0.02,47,35
0,57,30
0.07,51,26
0.42,46,25
0,45,24
0,60,30
0,71,37
0.05,66,38
0.05,58,48
0.25,55,48
0.74,54,40
0.02,54,30
0,66,34
0.02,68,49
0,73,47
0,65,39
0,71,42
0,79,47
0.08,88,61
0,81,61
0,84,58
0.38,84,42
0.66,48,42
0.3,53,42
0.17,67,44
0,65,43
0,73,46
0,76,47
0.3,73,52
0,70,45
0,60,38
0,59,41
0,46,33
0,57,24
0,71,32
0,73,41
0,72,50
0,74,55
0,70,57
0.05,61,49
0,77,43
0,87,50
0.05,80,62
0.51,82,52
0,83,60
0.08,85,62
0.05,89,64
0.17,84,62
0.21,89,63
0,94,64
0,90,67
1.04,80,61
0.2,72,58
0.02,65,47
0.17,75,49
0,82,60
0.02,82,56
0,78,57
0,79,50
0,83,52
0,82,56
0,81,59
0,78,51
0,78,47
0,84,56
0,87,57
0.18,84,65
0,,69
0,88,57
0.24,87,61
0,94,65
0,96,71
0,98,70
0.13,95,66
0,80,55
1.13,75,54
2.74,72,59
0.3,79,64
0,80,64
0,84,62
0,83,59
0,82,59
0,81,56
0,82,63
0,79,66
0,84,66
0,79,55
0,79,53
0,89,59
0.88,86,57
2.3,85,65
0.18,84,63
0,87,58
0.04,89,65
0,91,67
0,88,67
0.11,86,71
0.44,84,67
0,88,69
2.4,86,62
0,79,57
0,84,54
1.25,83,60
0.03,84,58
0,84,60
0.02,87,62
0,82,55
0,82,58
0,87,62
0,91,64
0,93,69
0.6,92,67
0.88,91,62
0,83,60
0,87,62
0,82,67
0,77,58
0,75,47
0,79,51
0,85,58
0,72,49
0,68,47
0,80,54
0,88,56
0,86,60
0,88,67
1,84,65
0,78,64
0.04,69,60
0,80,59
0.02,77,58
0,79,59
0,76,51
0,72,52
0,77,50
0,75,51
0.36,72,60
0,75,52
0.1,72,59
0,72,52
0.05,88,59
0,84,53
0,84,56
0,79,51
0,80,51
0,87,57
0.03,77,49
0,66,36
0,71,46
0.02,72,57
0,80,56
0,76,65
0,80,62
1.84,62,55
0,70,54
0,66,51
0.23,58,46
0.42,67,50
2.2,65,55
0,75,51
0,79,45
0,80,54
0,66,51
0,69,38
0,77,44
0,84,48
0,79,51
0,76,40
0,80,52
0,90,51
0,84,55
0,70,47
0.03,62,46
0,76,44
0,80,51
0,70,49
0,72,41
0,78,48
0,80,51
0.05,75,48
0.25,66,51
0.03,66,52
0,66,48
0,77,49
0.35,74,50
0.41,66,58
0,77,49
0,79,58
0,71,50
0,70,39
0,63,44
0,58,38
0,50,32
0,54,25
0,54,32
0.03,49,38
0,46,23
0,53,24
0,58,38
0,60,29
0,57,37
0,59,35
0,62,35
0,58,39
0,59,35
0,56,33
0,49,25
0,35,26
0,34,26
0,38,26
0,55,30
0,54,42
0,51,33
0,57,24
0,57,34
0,53,36
0.05,46,23
0.33,34,19
0,32,11
0,32,17
0,34,26
0,46,23
0,60,31
0,43,34
0,41,16
0,34,15
0,29,16
0,33,13
0,39,15
0,40,22
0,53,19
0,53,25
0.06,46,28
0.1,28,13
0,13,3
0,12,5
0.06,12,4
0,17,-5
0,9,-8
0,5,-10
0,-1,-15
0,9,-14
0.08,5,-9
0,-1,-17
0,-2,-10
0,-6,-16
0,2,-19
0,12,-12
0,25,-2
0,43,22
0,45,23
0,37,19
0,24,1
0,13,-8
0,12,-7
0,22,-1
0,30,12
0,43,20
0,47,32
0,38,28
0,45,23
0,33,24
0,35,17
0,39,17
0.12,34,15
0,15,-7
0,10,-10
0.06,8,0
0,7,-14
0,17,-11
0,31,8
0,30,15
0,32,15
0,42,25
0,45,20
0,40,20
0,45,23
0,49,23
0,37,24
0,24,21
0,25,11
0,22,0
0,23,2
0,24,-5
0,31,-6
0,35,17
0,52,18
0,45,25
0,42,19
0,35,19
0,40,16
0,50,26
0,54,24
0,47,21
0,25,16
0,31,15
0.01,28,20
0,29,12
0,39,13
0,34,30
0,35,12
0,40,13
0,32,10
0,39,14
0,48,21
0,38,25
0,29,12
0,21,2
0,39,10
0,30,-2
0.01,26,-9
0,49,12
0,30,8
0,18,-2
0.02,39,7
0,50,15
0,53,25
0,51,30
0,46,33
0.38,33,20
0.2,26,20
0,32,-4
0,32,14
0,20,-6
0,27,7
0,40,7
0,41,19
0,45,29
0,52,27
0,50,39
0,45,29
0,53,23
0,48,29
0,35,4
0,35,12
0.52,32,31
0.42,31,17
0,25,6
0,37,13
0,40,26
0,26,8
0,12,0
0,23,0
0,32,15
0,25,5
0,20,0
0,43,6
0,44,22
0,58,29
0.02,50,33
0,44,25
0,42,24
0.3,35,32
0,44,33
0.02,37,26
0,45,22
0,58,29
0,69,35
0,74,43
0,65,43
0.53,56,33
0,55,34
0,76,38
0,88,48
0,73,36
0,52,32
0,59,37
0,58,37
0.42,53,40
0,56,32
0,64,39
0,68,41
0,71,43
0.47,67,49
0.76,65,50
0.02,59,40
0,55,36
0.24,47,38
0.07,55,45
0,66,38
0.38,70,45
0.1,73,44
0,74,48
0.5,69,60
0,77,45
0.65,69,49
0,62,42
0,76,45
0.45,77,50
0.6,55,40
0,65,34
0,77,46
0,72,54
0,77,47
0.62,79,53
0,83,56
0,76,54
0,85,58
0,90,60
0,91,66
0,90,66
0,76,49
0,91,52
0,89,58
0,70,43
0,68,41
0,68,47
0,65,47
0,65,37
0,63,41
0.08,68,37
0,79,46
0,78,46
0,81,49
0,79,56
0,88,52
0,92,70
0.39,85,52
0,73,42
0,76,60
0,85,61
0,87,60
0.5,80,63
0,73,60
0.08,60,52
0.28,79,55
0.02,83,70
0,82,59
0,85,57
0,81,52
0.48,77,58
0,77,57
0,87,54
0,94,63
0,93,66
0,90,61
0,93,66
0,93,66
0,90,68
1.46,86,62
0,88,60
0,87,58
0,81,56
0.07,83,62
0,88,68
0,90,61
0,87,65
0,85,64
1.3,87,61
0.15,74,60
0,77,58
0,82,54
0,87,57
0,92,66
0,92,71
0,95,72
0,95,71
0,92,69
0,92,71
0,94,67
0.43,92,67
0,94,65
0,92,67
0,89,55
0,88,55
0.15,92,65
0,91,70
0,79,54
0.67,73,57
0,91,62
0,94,74
0,93,78
0,90,61
0,90,61
0,91,60
0.51,86,66
0,85,58
0,78,49
0.1,76,59
0.22,93,56
0,88,48
0.03,59,47
0,65,39
0,72,47
0,70,59
0,84,56
0,86,53
0.07,85,60
0,87,61
0.3,84,65
0.13,72,51
0.38,68,55
0.12,68,54
0.03,69,53
0,70,45
0,76,48
0,74,64
0.5,77,55
0.36,74,58
0,74,54
0,79,49
0,84,61
0.02,90,72
0.76,88,63
0,72,49
0,75,45
0,77,55
2.2,73,59
0.06,71,58
0.03,86,66
1,81,53
0,57,37
0,64,38
0,74,43
0,70,44
0,53,33
0,74,48
0,75,50
0.03,68,58
0.7,60,50
0.25,64,49
0,65,45
0.5,69,45
0,55,47
0,64,40
0.04,78,45
0,67,42
0,57,32
0,65,38
0,63,41
0.05,70,45
0,71,52
0.06,65,41
0,68,45
0,55,39
0,55,31
0,55,35
0,67,46
0,47,36
0,49,20
0,62,28
0.1,52,42
0,67,38
0,72,39
0,71,40
0,77,49
0,77,52
0.02,62,42
0,53,33
0.02,42,28
0,74,24
0,65,35
0,44,25
0,52,21
0,70,42
0,70,48
0,67,43
0,64,42
0,55,30
0,52,29
0,66,41
0,68,51
0.14,67,49
0,64,42
0.02,60,46
0,50,40
0,50,30
0,59,42
0,63,32
0,66,40
0,58,40
0,57,44
0,63,37
0.05,50,42
0,55,28
0,65,35
0,55,32
0,44,26
0,42,31
0,34,16
0,27,12
0.18,22,2
0,13,-9
0,43,8
0,43,21
0,32,16
0,42,25
0.07,25,1
0.05,32,14
0,20,1
0,5,-8
0,12,-14
0,20,12
0.02,14,4
0.01,9,0
0,12,-5
0,19,-2
0,23,2
0,28,14
0,26,18
0,34,20
0,31,18
0,42,16
0,37,22
0,33,10
0,26,-5
0,28,-3
0,28,-15
0,-3,-17
0,13,-13
0.02,21,0
0,20,-3
0,23,14
0,35,8
0,27,13
0,17,2
0.23,8,2
0,11,-14
0,18,-8
0,26,11
0.02,28,23
0,26,18
0,36,12
0,35,8
0,25,2
0,29,8
0,36,23
0,31,4
0,35,9
0,36,31
0,34,-5
0,3,-11
0,23,-6
0,23,-5
0.04,13,5
0,8,-15
0.2,5,-14
0,4,-11
0,9,-18
0,32,5
0,23,2
0,33,15
0,27,3
0,43,18
0,36,17
0,22,12
0,25,2
0,25,20
0,20,4
0.03,25,-1
0,-1,-22
0,-5,-19
0,5,-19
0.28,8,-19
0,1,-15
0,5,-21
0,5,-15
0,20,-20
0,47,19
0,46,18
0,36,11
0,33,5
0.32,30,22
0.44,28,12
0.08,12,-2
0.14,21,-1
0,18,-5
0,25,4
0,23,-2
0,18,-9
0,38,12
0,41,10
0,33,20
0,42,29
0,39,0
0.04,2,-9
0.02,0,-7
0,12,-17
0,21,-7
0,32,-2
0,50,25
0,40,30
0.48,34,8
0.18,10,2
0.12,17,4
0.02,25,14
0,33,20
0,33,20
0,36,12
0.02,33,22
0,25,11
0,33,6
0.08,34,24
0,37,12
0.02,34,28
0,35,13
0,37,27
0.01,34,14
0.55,26,8
0.1,8,-3
0,18,-5
0,14,-3
0,19,-6
0,19,1
0,11,-6
0.03,20,3
0.02,23,7
0,25,-2
0.04,35,19
0.15,31,22
0,27,16
0,36,11
0,44,28
0,37,31
0.05,32,29
0.5,34,30
0,47,31
0.11,46,33
1,40,34
0,50,32
0.4,45,32
0,49,30
0.43,52,43
0,57,35
0.08,51,35
0,55,30
0,69,42
0,60,34
0,42,26
0.02,47,28
0,48,29
0,55,33
0.06,65,35
0.1,61,44
0.02,77,41
0.05,57,38
0.4,39,35
0.7,38,32
0,62,29
0.18,54,32
0,63,25
0,85,40
0,80,47
0,81,44
0.02,84,60
0.35,72,45
0,71,45
0.33,77,58
0.03,78,49
0.28,74,53
0.23,74,55
2.21,69,46
0,56,39
0,74,39
0,77,47
0.01,85,51
0.34,79,55
1.78,73,56
0.22,65,48
0,80,51
0.05,73,48
0,70,38
0.7,68,48
0.06,73,58
0.12,63,48
0.08,65,50
0.39,77,60
0.55,71,55
0.31,61,46
0,47,35
0,57,31
0.44,62,41
0,72,47
0,84,52
0,80,62
0,80,61
0,81,52
0.59,81,59
0.63,72,60
0.12,70,55
0.01,79,53
0.22,74,47
0.02,79,47
0,78,53
0,83,59
0.12,80,66
0,80,58
0,77,57
0,78,56
0,76,55
0,76,57
0,80,54
0,87,64
0.26,86,58
0,83,46
2.3,83,61
0.08,78,52
0,77,49
0.01,75,59
0.24,71,60
0.16,85,63
0,84,58
0,83,61
0,78,52
0.03,82,65
0.09,78,55
0,83,57
0.59,88,60
0,79,55
1.03,76,62
0,85,56
0.03,85,65
0,81,60
0,73,47
0,83,58
0.05,88,66
0.02,88,67
0,80,54
0,86,59
0,91,62
0,91,63
0,84,61
0.02,78,64
0.02,70,65
0,85,68
0,96,60
0,94,71
0,83,60
0,88,58
0.06,79,64
0,79,57
0,81,51
0,86,52
0.48,82,63
0.04,72,59
0,80,55
0.08,84,55
0.07,84,63
0,85,60
0,88,66
0.1,84,62
0.02,76,60
0,78,52
0,84,53
0,90,56
0,90,68
0,98,67
0,98,66
0,95,66
0,87,59
0,85,62
0.04,89,63
0,82,56
0,79,57
0,73,58
0.74,75,61
0,76,48
0,77,48
0,77,55
0,85,59
0.09,83,58
0,83,55
0,67,40
0.69,61,52
0,62,54
0,69,50
0,71,41
0,81,50
0,79,52
0.02,76,62
0,74,35
0.21,57,50
0,56,46
0,63,51
0,83,61
0,69,43
0,72,41
0,69,55
0.03,62,50
0.01,71,51
0.43,56,43
0.6,51,46
0.08,55,41
0.35,53,45
0.42,51,45
0.33,51,45
0.29,51,44
0.02,55,37
0,48,35
0,58,33
0,60,36
0,48,26
0.88,45,37
1.15,45,42
0.97,59,44
1.47,54,40
0,71,35
0,71,47
0,58,41
0,63,40
0,73,45
0,68,52
0,66,50
0,62,47
0,70,36
0,64,45
0,56,35
0,60,35
0,60,29
0,63,46
0,65,36
0,69,52
0.08,76,54
0.16,75,59
0.22,69,53
0.06,60,46
0,55,34
0,68,30
0,59,34
0,55,23
0,62,44
0,64,32
0,55,32
0,53,30
0,65,41
0,70,41
0,62,34
0,60,32
0,72,39
0,61,43
0,51,20
0,67,45
0,59,33
0,54,31
0,48,27
0,40,13
0,36,32
0,42,32
0.52,42,28
0,28,18
0,35,11
0,50,33
0,44,19
0,35,10
0.02,42,11
0,46,22
0,42,23
0,56,29
0,42,32
0,40,24
0.03,43,21
0,38,20
0.2,31,17
0,17,7
0,16,7
0,16,8
0,32,4
0,46,8
0,41,20
0,38,20
0,45,24
0,41,27
0,32,19
0,49,20
0,39,24
0,30,26
0.02,32,25
0.45,34,28
0.55,34,24
0,30,23
0,23,18
0,23,14
0,31,13
0,31,14
0,35,15
0,35,18
0,40,27
0,47,27
0,40,23
0.28,36,29
0,29,20
0,30,15
0,26,12
0,16,-1
0,33,11
0,42,31
0,41,29
0,42,14
0,32,22
0.28,32,9
0,28,2
0,30,5
0,12,3
0,8,-2
0.06,3,-20
0,20,-17
0,40,15
0,17,0
0,16,1
0.22,24,15
0,26,7
0,24,4
0.15,16,5
0.03,12,-6
0,11,-11
0,17,0
0,22,0
0,16,2
0.07,2,-8
0,2,-20
0,-7,-21
0,-6,-17
0,5,-12
0.03,11,-8
0,0,-14
0,-12,-21
0,-1,-26
0,8,-19
0,9,-13
0,13,-3
0,23,-6
0,15,-5
0,11,-8
0,31,6
0,41,14
0,30,21
0.23,39,30
0.92,45,32
0,35,23
0,28,20
0,36,23
0,25,5
0,28,10
0.07,26,0
0.08,7,-11
0,13,-9
0.07,10,-8
0,0,-15
0,7,-14
0,11,-10
0,17,-8
0,30,-5
0,40,17
0,37,14
0,37,17
0.02,35,25
0,49,29
0,46,26
0,40,33
0.12,47,34
0.11,43,18
0.21,19,8
0,18,0
0,32,-1
0,50,21
0,48,30
0,56,33
0,54,33
0,52,29
0,54,28
0,62,37
0,68,34
0,72,31
0,68,44
0,44,33
0,49,30
0,58,32
0,50,34
0.1,50,29
0.08,29,13
0,32,6
0,41,18
0,37,17
0,36,22
0,54,24
0,54,32
0,67,34
0,68,41
0,53,36
0.04,48,28
0.02,47,30
0,39,25
0,39,28
0,43,25
0,46,27
0.01,43,27
0,41,20
0.35,34,28
0,37,32
0,49,30
0,53,29
0,60,37
0,57,30
0,68,35
0.19,57,38
0.01,40,28
0.99,32,27
0,35,25
0,56,25
0,60,37
0,64,43
0,68,38
0.06,74,38
0.1,70,40
0.42,47,33
0.04,49,27
0.12,51,30
0.04,45,23
0,57,25
0,57,35
0,58,30
0,82,36
0,83,54
0,79,42
0,74,45
0.05,59,42
0,50,25
0.05,52,30
0.44,39,32
0.38,37,32
0.1,50,32
0,71,37
0.02,68,51
0,74,40
0,71,54
0,67,41
0.02,62,40
0,72,38
0,83,50
0.05,85,56
0.32,76,50
0,75,43
0,84,46
0,91,50
0,87,57
0,71,45
0,68,38
0,71,39
0,78,40
0.1,76,48
0,81,60
0,88,59
0,84,62
0.33,79,59
0.03,72,50
0,72,53
0,68,48
0,71,48
0,72,44
0.08,85,56
0.02,83,52
0.03,76,49
0,76,45
0.07,74,53
0,75,48
0.12,77,54
0,84,52
0.04,86,55
0,91,62
0,90,67
0,88,68
0,83,67
0,85,63
0,85,70
0,82,58
0.06,81,58
0,92,60
0,93,66
0,96,72
0,95,66
0,94,69
0,98,74
0,99,73
0.2,92,66
0,89,60
0,89,56
0,92,68
0.03,97,76
0,104,65
0,103,77
0.77,100,68
0.93,88,69
0,79,64
0,80,60
0,83,58
0,92,69
0,91,72
0,86,64
0,83,52
0,85,54
0.03,81,62
0,84,55
0,91,58
0,93,68
0.09,91,68
0,87,69
0.36,84,64
0.03,82,59
0,85,60
0,89,64
0,83,71
0,82,56
0,84,54
0,85,57
0,93,63
0,91,64
1,84,56
0,80,55
0,72,49
0,75,50
0,78,48
0.02,77,54
0.5,73,60
0.03,77,52
0.69,75,58
0,90,55
0.57,89,63
0,73,50
0.05,70,53
1.12,64,56
0.15,64,53
0.07,61,51
0,69,45
0,73,51
0,83,51
0,87,56
0,86,59
0,86,62
0,90,63
0,89,64
0,86,63
1.7,81,64
0.35,77,64
0,80,55
0,73,53
0,70,48
0,71,45
0,75,48
0,79,56
0.37,80,58
0,80,61
0.71,81,60
0,80,57
0.02,79,59
2.2,70,44
0,67,37
0,64,42
0,65,48
0,70,44
0,73,44
0,76,45
0,78,47
0,74,43
0,73,40
0.03,66,44
0,57,41
0.22,50,38
0.06,65,46
0,65,47
0.16,62,44
0.03,60,40
0,56,31
0,72,42
0.44,63,45
0.04,55,36
0,60,32
0,76,42
0,80,48
0.02,82,52
0,69,50
0,58,40
0,67,36
0,60,43
0,64,46
0.26,63,39
1.64,40,32
0,48,29
0,59,30
0,55,39
0,52,29
0,67,36
0,65,48
0,62,37
0,56,32
0,55,24
0,71,33
0,71,34
0,72,44
0,55,38
0,42,24
0,56,31
0,48,33
0,33,21
0,26,7
0,42,18
0,44,25
0,42,22
0,49,35
0,43,27
0,27,12
0.22,20,11
0,33,7
0.18,26,9
0,28,-4
0,45,21
0,39,14
0,52,33
0,49,28
0,41,31
0,36,15
0,45,15
0,43,22
0,47,30
0,52,40
0,42,29
0,35,23
0,51,27
0,49,32
0.02,36,22
0,28,20
0,36,15
0,33,3
0.03,9,0
0,16,0
0,22,0
0,29,20
0,32,13
0,42,29
0,29,21
0.36,30,24
0,24,-3
0,5,-10
0,24,-6
0,33,15
0,37,21
0,34,17
0,34,25
0,42,24
0,42,30
0,37,24
0,44,29
0,34,26
0,32,17
0,17,0
0,24,1
0,20,5
0,17,2
0,14,0
0,12,4
0.27,12,2
0,23,7
0,26,10
0,22,10
0,28,18
0,30,23
0,26,3
0,32,13
0,18,2
0.18,27,15
0.4,22,3
0,11,-10
0,29,11
0,26,9
0,30,2
0,35,21
0,33,20
0.01,29,5
0,15,-8
0.07,35,2
0,2,-16
0,4,-20
0,19,-4
0,38,5
0,42,25
0,42,15
0,34,13
0.04,17,11
0,16,7
0,16,-1
0,32,1
0,27,12
0,28,21
0.08,31,21
0.03,34,20
0.16,24,6
0,16,-10
0,37,16
0,37,26
0.29,29,-8
0,9,-17
0.02,22,1
0,33,1
0.01,38,15
0.02,35,10
0,10,-6
0.01,32,-10
0,46,20
0,35,11
0.26,11,-12
0.06,13,-17
0.09,19,8
0.02,9,-9
0,14,1
0,4,-10
0,31,-9
0,30,4
0.06,10,-5
0,8,-8
0,27,-7
0,39,20
0,37,27
0,33,20
0,42,27
0,39,30
0,34,21
0,36,21
0,34,20
0,37,15
0,19,-10
0,40,6
0,55,28
0,52,32
0,32,22
0,33,28
0,32,24
0,27,13
0,27,13
0,33,19
0,23,1
0,34,4
0,43,26
0.05,45,26
0,45,28
0,56,29
0,59,29
0,79,36
0,76,34
0.01,45,32
0.02,61,31
0,59,26
0,75,43
0.22,78,55
0,60,33
0,50,22
2.8,47,30
0,55,22
0,62,38
0,58,38
0.02,50,35
0,56,25
0.11,55,40
0.06,53,37
0,45,25
0,58,29
0,51,41
0.25,53,40
0.04,61,43
0,71,36
0,81,42
0.03,63,32
0,50,26
0,66,31
0.06,61,47
0,60,34
0,41,23
0,38,23
0,45,18
0,52,32
0,55,37
0,61,38
0,71,41
0,69,53
0.47,62,51
0.1,55,31
0.02,38,22
0,43,18
0,52,20
0,55,33
0,61,31
0,64,42
0,61,38
0,67,30
0.16,67,50
0.06,58,34
0,53,33
0,59,36
0,60,38
0,65,33
0.06,70,38
0.05,78,42
0.01,83,53
0,69,44
0,70,29
0.08,65,40
0,83,41
0.03,83,57
0,83,52
0,98,61
0,95,68
0,69,52
0.1,64,49
0.03,57,47
0,63,53
0,71,49
0,74,47
0,79,46
0,81,55
0.95,78,58
0.46,71,62
0,76,58
0.79,73,61
0,70,55
0.32,69,54
0.09,71,56
0.63,68,55
0,79,60
0.8,78,57
0.24,81,63
0.73,80,62
0.01,79,59
0,76,55
0,75,56
1.2,73,61
0.01,77,53
0,71,54
0,79,54
1.1,72,51
0.27,65,50
0,73,47
0.15,76,55
0.13,79,54
0,82,55
0,87,60
0,91,64
0.16,90,60
0.02,68,52
0,67,44
0,70,40
0,78,44
0,81,56
0,80,61
0.24,82,66
0,82,65
0.8,86,61
0,86,66
0,78,57
0,69,49
0,77,46
0,81,52
0,82,60
0,82,53
0,87,61
0,88,62
0,88,63
0,90,69
0,95,69
0,94,61
0,85,59
0,91,64
0,90,65
0.02,78,54
0.02,84,52
0,83,56
0.02,93,63
0,93,60
0,89,70
0,86,55
0,77,59
0,79,52
0,83,54
0,88,67
0,80,53
0,88,56
0,84,54
0,76,44
0,82,49
0,85,52
0,82,56
0,87,60
0,89,60
0,91,64
0,89,55
0.12,80,56
0,76,42
0,88,48
0,78,57
0,83,57
0.32,76,63
0,85,62
0,87,64
1.66,81,53
0,76,44
0,81,51
0,78,60
0,70,48
0,69,41
0,70,41
0,73,45
0,74,47
0,78,48
0,80,50
0,80,49
0,82,55
0,80,58
0,76,43
0,72,45
0.03,76,53
0.02,71,59
0.12,69,51
0,72,48
0,73,51
0.04,73,54
0.01,77,51
0,77,59
0,80,57
0.26,78,61
0.32,77,44
0,74,40
0,72,54
0,71,36
0,86,53
0.18,84,45
0,53,32
0,62,29
0,72,34
0,83,46
0,83,55
0,85,52
0,83,47
0,78,57
0,74,39
0,66,38
0.17,60,47
0,47,38
0.11,42,36
0,41,32
0,59,21
0,71,41
0,68,46
0,65,43
0,60,42
0,61,36
0,59,38
0,56,33
0,61,27
0,56,37
0,68,27
0,74,40
0,73,41
0.06,66,39
0,43,32
0,42,21
0.11,37,23
0,36,11
0,41,35
0,52,26
0,56,25
0,53,35
0,46,32
0.03,38,18
0.01,27,13
0,37,18
0,40,11
0,43,12
0,59,25
0,61,24
0,59,34
0,65,36
0,56,29
0.04,38,26
0,37,28
0,42,12
0,57,29
0,55,29
0,43,26
0,40,15
0.03,42,24
0,43,24
0,32,20
0,47,17
0,41,31
0,42,25
0,32,19
0,25,8
0,22,0
0.03,28,18
0,32,26
0.03,35,32
0.01,33,21
0,45,19
0,41,27
0,52,22
0,47,17
0.02,33,31
0.02,33,30
0.08,32,29
0,30,25
0,34,25
0,35,22
0,29,9
0,18,6
0,30,6
0.01,33,18
0.6,33,30
0,31,19
0,27,13
0.01,39,23
0.26,37,4
0,10,-3
0,30,0
0,40,12
0.15,34,3
0,15,-2
0,14,-11
0,18,1
0,25,8
0,21,0
0,0,-23
0,18,-7
0.01,5,-13
0,2,-14
0,-1,-20
0,10,-11
0,-6,-18
0,5,-16
0,21,-7
0,20,-1
0,21,-5
0.01,19,9
0.26,18,1
0,13,0
0,24,0
0,27,-2
0,37,10
0,37,20
0,34,21
0,36,18
0,44,30
0,43,33
0,37,26
0,26,12
0.04,37,19
0,41,32
0,35,29
0.14,29,18
0,32,21
0.05,32,3
0,34,1
0,39,29
0.01,35,12
0,27,12
0,38,13
0,35,15
0,35,19
0,36,15
0,31,9
0,38,14
0,27,4
0,12,2
0,17,-4
0,17,-2
0,18,4
0,29,6
0,26,14
0,24,9
0,15,-6
0,28,-5
0,23,12
0.01,19,-2
0,11,-13
0,18,-8
0,25,6
0,37,4
0,32,26
0.02,31,24
0,32,21
0.08,29,0
0,32,-4
0,42,29
0,37,14
0,42,9
0,59,24
0,56,34
0,53,26
0,59,35
0.2,55,40
0,44,25
0,38,19
0,30,12
0,29,4
0,40,9
0,53,33
0,65,29
0,64,28
0,65,43
0.35,69,49
0,66,26
0,30,16
0,30,12
0,25,12
0,46,11
0,73,30
0,69,37
0,74,29
0.47,65,45
0,76,41
0,72,40
0,83,44
0,68,24
0,60,25
0,62,37
0.93,56,36
0.62,36,20
0,43,17
0,63,33
0.62,59,40
0.14,52,34
0,55,31
0,69,31
0,83,43
0,78,52
0,60,31
0.44,54,31
0,74,32
0,73,50
0.12,63,42
0,60,36
0.35,57,46
1.05,55,46
0,66,38
0.15,59,48
0.68,58,33
0,45,24
0,60,27
0,63,30
0.16,64,38
0,64,34
0,75,44
0,87,45
0,85,49
0,82,52
0,69,43
0,62,34
0,63,28
0.26,58,44
0.55,56,47
0.16,52,41
0,51,36
0,69,32
0,66,38
0,70,33
0,76,52
0.03,79,51
0.18,78,49
0.04,56,38
0,64,32
0.17,57,32
0,54,34
0,60,34
0,67,36
0,66,40
0,64,42
0,63,35
0,65,39
0.09,58,45
0,69,40
0,67,45
0.12,66,47
0,71,45
0.57,71,51
0,76,49
0,84,52
0,95,58
0,95,68
0,90,68
0,88,67
0,90,68
0.21,89,64
0.31,88,64
0.17,88,62
0,78,58
0,73,50
0,88,57
0,84,53
0,61,38
0,71,44
0,78,46
0.06,82,50
0,79,58
0,95,62
0.11,94,60
0,88,50
0.04,84,55
0.6,72,61
1.21,66,50
0.41,64,47
0,72,42
0.04,80,54
0.02,78,59
0,80,59
0,67,54
0,67,50
0,82,46
0.51,82,56
0.08,88,54
0,82,60
0,88,62
0,88,66
0,76,54
0,83,52
0,91,64
1.3,85,66
0.65,89,67
0,92,72
0,89,67
0,86,68
0.33,83,67
0,81,65
0,82,54
0.06,83,62
0.05,84,71
0,79,51
1.69,75,63
0,77,59
0,81,58
0.35,86,64
1.25,82,59
0,78,52
0.08,75,56
0,81,62
1.25,79,53
0,78,50
0,85,60
0,86,65
0,84,64
0.07,94,64
0.37,90,72
0,90,66
1.1,86,65
0.05,82,64
0,71,51
0,73,46
0,85,59
0,82,55
0.23,68,49
0.02,85,56
0.1,81,60
0,77,52
0.32,75,59
0.01,86,59
